Topic_CID,Original_MP_Name,MP_Name,Text,Seq,Speech_Order,Speech_CID
2023-07-06-T-013,Deputy Speaker,Mdm Deputy Speaker,Yes.,1,686,2023-07-06-T-013-S-00686
2023-07-06-T-013,Darryl David,Mr Darryl David,"The first point on inserting ""including"" before ""at the 32nd Southeast Asian Games and the 12th ASEAN Para Games"" recognises that any celebration of accomplishments of our athletes and para-athletes goes beyond these games, and I think Members in this House would agree with me.",1,687,2023-07-06-T-013-S-00687
2023-07-06-T-013,Darryl David,Mr Darryl David,"So, we ought to recognise their accomplishments at other major competitions, not just the Asian Games, ASEAN Para Games, Olympics and Paralympics, but also single-sport competitions at the regional and world levels, which are, really, what we have been talking about. Many Members here have been talking about many other sports, beyond the traditional sports and many competitions even, beyond the Olympics, Paralympics, Asian Games, SEA Games and so on.",2,688,2023-07-06-T-013-S-00688
2023-07-06-T-013,Darryl David,Mr Darryl David,"The next point, Madam, is in relation to deleting ""undertake a"" and inserting ""continue its"". This recognises the continuing nature of reviews and goal-setting for our high-performance sports and our sports system, regardless of any Motion raised. Regular reviews of policies and goals are a key feature of our system. So, I would like to propose that we continue all these reviews and all these assessments for the overall benefit of our sporting ecosystem.",3,689,2023-07-06-T-013-S-00689
2023-07-06-T-013,Darryl David,Mr Darryl David,"The final point is in relation to deleting ""clear, achievable goals for sporting success"" and inserting ""our goals in sports"". The original Motion mentioned just one of several objectives, for example, goals for sporting success, where the last limb can be construed as being about medals or qualifications for international tournaments. I think success should be measured beyond just that one particular quantitative marker. Also, our broader objectives of sports are to help athletes reach their maximum potential and also to broaden participation in sports, rally our communities, foster national pride and cohesion, or even just about being the best version of yourself that you can be. As I tell my daughter, it is not about winning the medals, it is about improving your personal best every time you go into the pool. All of us, we have got to have that personal best – amateur sportsmen, professional sportsmen – and I believe that we should, therefore, proceed along these lines.",4,690,2023-07-06-T-013-S-00690
2023-07-06-T-013,Darryl David,Mr Darryl David,"Madam, I propose that the debate of this amendment take place concurrently with the debate on the main topic. I look forward to support for this amendment from my colleagues, also from the Workers' Party, too. Mdm Deputy Speaker, I beg to move.",5,691,2023-07-06-T-013-S-00691
2023-07-06-T-013,Deputy Speaker,Mdm Deputy Speaker,There are three amendments proposed by Mr Darryl David to the Motion.,1,692,2023-07-06-T-013-S-00692
2023-07-06-T-013,Deputy Speaker,Mdm Deputy Speaker,"""In line 1, after the words 'athletes and para-athletes', to insert 'including';",2,693,2023-07-06-T-013-S-00693
2023-07-06-T-013,Deputy Speaker,Mdm Deputy Speaker,"In line 3, to delete 'undertake a' and insert 'continue its'; and",3,694,2023-07-06-T-013-S-00694
2023-07-06-T-013,Deputy Speaker,Mdm Deputy Speaker,"The third amendment, in line 4, to delete 'clear, achievable goals for sporting success' and insert 'our goals in sports'.""",4,695,2023-07-06-T-013-S-00695
2023-07-06-T-013,Deputy Speaker,Mdm Deputy Speaker,It may be convenient that the debate on the original and on any other amendments moved by Members be proceeded with simultaneously as a debate on a single question. Do I have the hon Members' agreement to this?,5,696,2023-07-06-T-013-S-00696
2023-07-06-T-013,Deputy Speaker,Mdm Deputy Speaker,"[(proc text) Question put, and agreed to. (proc text)]",6,697,2023-07-06-T-013-S-00697
2023-07-06-T-013,Deputy Speaker,Mdm Deputy Speaker,Mr Leong Mun Wai.,1,698,2023-07-06-T-013-S-00698
2023-07-06-T-013,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member),"Mdm Deputy Speaker, I rise in support of the Motion raised by the Member for Sengkang GRC Assoc Prof Jamus Lim and Member for Aljunied GRC Mr Faisal Manap.",1,699,2023-07-06-T-013-S-00699
2023-07-06-T-013,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member),"On behalf of the Progress Singapore Party (PSP), I would, first, like to offer my congratulations to TeamSG's athletes and para-athletes for their achievements at the 32nd Southeast Asian Games and the 12th ASEAN Para Games in Cambodia.",2,700,2023-07-06-T-013-S-00700
2023-07-06-T-013,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member),"TeamSG's 51 gold medals at the SEA Games and 12 gold medals at the ASEAN Para Games are the third and fourth highest away from home soil in our history respectively. Our athletes and para-athletes have done themselves, their families and their country proud.",3,701,2023-07-06-T-013-S-00701
2023-07-06-T-013,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member),We call on the Government to continue to review Singapore's sporting ecosystem and identify opportunity areas where we can provide more support to help our nation and our athletes achieve greater success in the coming years.,4,702,2023-07-06-T-013-S-00702
2023-07-06-T-013,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member),I have two areas of review to suggest.,5,703,2023-07-06-T-013-S-00703
2023-07-06-T-013,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member),"One area of review in our sporting ecosystem is in the selection of athletes to represent Singapore at international sporting competitions, such as the SEA Games and Asian Games.",6,704,2023-07-06-T-013-S-00704
2023-07-06-T-013,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member),"This has been the source of some controversy recently, with marathoner Soh Rui Yong being omitted from the national team for the forthcoming Asian Games in Hangzhou because of his controversial comments on social media.",7,705,2023-07-06-T-013-S-00705
2023-07-06-T-013,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member),"While this has been extensively covered by the Leader of the Opposition and clarified further by Mr Mark Chay, however, please allow me to speak up one more time for Soh Rui Yong.",8,706,2023-07-06-T-013-S-00706
2023-07-06-T-013,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member),"At the recent SEA Games, Soh Rui Yong has once again shown that he is a talented and record-setting runner. He has demonstrated the potential to continue bringing glory to Singapore at the Asian Games.",9,707,2023-07-06-T-013-S-00707
2023-07-06-T-013,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member),"However, he cannot do so because he has supposedly not met the SNOC's selection criteria, which encompass athletes' attitudes, behaviours, general conduct and disciplinary history.",10,708,2023-07-06-T-013-S-00708
2023-07-06-T-013,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member),We think this is a very serious matter to disqualify an athlete for non-performance reasons. We call for greater objectivity and transparency in the selection criteria for athletes to represent Singapore at major sporting events. More clarity is needed around the process by which an athlete is disqualified from representing Singapore.,11,709,2023-07-06-T-013-S-00709
2023-07-06-T-013,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member),PSP also believes that all sports associations should be led by people with professional expertise and interest in the sport. This will ensure that Singapore's sporting ecosystem is driven by athletes who know how to succeed in the sport and are committed to have the sport succeed in Singapore.,12,710,2023-07-06-T-013-S-00710
2023-07-06-T-013,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member),Such leaders will be more likely to understand the needs of our professional athletes and be able to work with them to advance Singapore's international standing in these sports.,13,711,2023-07-06-T-013-S-00711
2023-07-06-T-013,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member),"Another area where we can provide greater support to athletes as a nation is greater flexibility around National Service (NS) obligations, which I have spoken on last August. This would make a great difference to the sporting careers of our male athletes.",14,712,2023-07-06-T-013-S-00712
2023-07-06-T-013,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member),"Last year, our Olympic gold medallist Joseph Schooling called for a national dialogue on managing expectations of athletes undergoing National Service. He related to the media the challenges of serving NS and trying to excel in the pool at the same time and the expectations from the public to perform.",15,713,2023-07-06-T-013-S-00713
2023-07-06-T-013,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member),"In 2018 and 2022, the Minister for Defence explained Singapore's deferment policies in this House, which are grounded on the principles of national security, universality and equity. These principles mean that every Singaporean must serve NS at the time he is required to do under the Enlistment Act.",16,714,2023-07-06-T-013-S-00714
2023-07-06-T-013,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member),"However, in recent years, there are many Singaporeans who are concerned that many male foreigners are given citizenship without having to serve NS while our male sports talents miss out on the opportunity to develop their sporting careers because they must serve NS.",17,715,2023-07-06-T-013-S-00715
2023-07-06-T-013,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member),"In the area of sports, PSP supports allowing a small number of our most talented male athletes to receive long deferments for NS so that they can reach their full athletic potential and maximise the opportunity to bring glory to our nation.",18,716,2023-07-06-T-013-S-00716
2023-07-06-T-013,Leong Mun Wai,Mr Leong Mun Wai (Non-Constituency Member),"The policies around such deferments should be determined through a national dialogue around NS deferments. We believe it is timely to have such a dialogue to discuss how the criteria for such deferments can support our young male athletes in achieving sporting success while still being explicit, transparent and fair and satisfy the principles of national security, universality and equity.",19,717,2023-07-06-T-013-S-00717
